timestamp,Sonar_normal,Sonar_abnormal,Thruster_normal,Thruster_abnormal
1774874688.297,0.902,0.098,1.000,0.000
1774874688.308,1.000,0.000,1.000,0.000
1774874688.318,1.000,0.000,1.000,0.000
1774874688.328,0.000,1.000,1.000,0.000
1774874688.338,0.000,1.000,1.000,0.000
1774874688.349,0.000,1.000,0.948,0.052
1774874688.359,0.000,1.000,0.859,0.141
1774874688.369,1.000,0.000,1.000,0.000
1774874688.379,1.000,0.000,1.000,0.000
1774874688.390,0.925,0.075,1.000,0.000
1774874688.400,0.962,0.038,0.678,0.322
1774874688.410,0.994,0.006,1.000,0.000
1774874688.420,0.000,1.000,1.000,0.000
1774874688.430,0.000,1.000,1.000,0.000
1774874688.441,0.000,1.000,1.000,0.000
1774874688.451,0.000,1.000,1.000,0.000
1774874688.461,0.006,0.994,1.000,0.000
1774874688.471,0.000,1.000,1.000,0.000
1774874688.482,0.000,1.000,1.000,0.000
1774874688.492,1.000,0.000,1.000,0.000
1774874688.502,1.000,0.000,0.775,0.225
1774874688.512,1.000,0.000,1.000,0.000
1774874688.523,1.000,0.000,0.948,0.052
1774874688.533,1.000,0.000,1.000,0.000
1774874688.543,1.000,0.000,1.000,0.000
1774874688.553,0.877,0.123,1.000,0.000
1774874688.564,1.000,0.000,1.000,0.000
1774874688.574,0.000,1.000,1.000,0.000
1774874688.584,0.000,1.000,1.000,0.000
1774874688.594,0.000,1.000,0.868,0.132
1774874688.604,0.000,1.000,1.000,0.000
1774874688.615,1.000,0.000,1.000,0.000
1774874688.625,1.000,0.000,1.000,0.000
1774874688.635,1.000,0.000,1.000,0.000
1774874688.645,1.000,0.000,1.000,0.000
1774874688.656,1.000,0.000,1.000,0.000
1774874688.666,0.000,1.000,1.000,0.000
1774874688.676,0.000,1.000,1.000,0.000
1774874688.686,0.000,1.000,1.000,0.000
1774874688.697,0.000,1.000,1.000,0.000
1774874688.707,0.000,1.000,1.000,0.000
1774874688.717,0.000,1.000,1.000,0.000
1774874688.727,0.000,1.000,1.000,0.000
1774874688.737,1.000,0.000,1.000,0.000
1774874688.748,1.000,0.000,1.000,0.000
1774874688.758,1.000,0.000,1.000,0.000
1774874688.768,1.000,0.000,1.000,0.000
1774874688.778,0.000,1.000,0.809,0.191
1774874688.789,0.000,1.000,1.000,0.000
1774874688.799,0.000,1.000,1.000,0.000
1774874688.809,0.000,1.000,0.756,0.244
1774874688.819,0.110,0.890,1.000,0.000
1774874688.830,0.000,1.000,1.000,0.000
1774874688.840,0.000,1.000,1.000,0.000
1774874688.850,0.000,1.000,0.931,0.069
1774874688.860,0.857,0.143,1.000,0.000
1774874688.871,1.000,0.000,1.000,0.000
1774874688.881,1.000,0.000,1.000,0.000
1774874688.891,1.000,0.000,0.840,0.160
1774874688.901,0.936,0.064,1.000,0.000
1774874688.912,1.000,0.000,1.000,0.000
1774874688.922,0.000,1.000,1.000,0.000
1774874688.932,0.000,1.000,1.000,0.000
1774874688.942,0.000,1.000,1.000,0.000
1774874688.953,0.000,1.000,1.000,0.000
1774874688.963,0.000,1.000,0.517,0.483
1774874688.973,0.000,1.000,0.805,0.195
1774874688.983,0.000,1.000,1.000,0.000
1774874688.994,0.000,1.000,1.000,0.000
1774874689.004,0.000,1.000,1.000,0.000
1774874689.014,0.000,1.000,1.000,0.000
1774874689.024,0.000,1.000,1.000,0.000
1774874689.035,0.000,1.000,0.000,1.000
1774874689.045,0.000,1.000,1.000,0.000
1774874689.055,0.000,1.000,1.000,0.000
1774874689.065,0.000,1.000,0.982,0.018
1774874689.076,0.000,1.000,1.000,0.000
1774874689.086,0.000,1.000,1.000,0.000
1774874689.096,0.000,1.000,1.000,0.000
1774874689.106,1.000,0.000,1.000,0.000
1774874689.117,1.000,0.000,1.000,0.000
1774874689.127,1.000,0.000,1.000,0.000
1774874689.137,1.000,0.000,1.000,0.000
1774874689.147,1.000,0.000,0.893,0.107
1774874689.158,1.000,0.000,1.000,0.000
1774874689.168,0.462,0.538,0.884,0.116
1774874689.178,1.000,0.000,0.984,0.016
1774874689.188,1.000,0.000,1.000,0.000
1774874689.199,0.000,1.000,1.000,0.000
1774874689.209,0.000,1.000,1.000,0.000
1774874689.219,0.000,1.000,1.000,0.000
1774874689.229,1.000,0.000,1.000,0.000
1774874689.240,1.000,0.000,1.000,0.000
1774874689.250,0.647,0.353,1.000,0.000
1774874689.260,1.000,0.000,0.808,0.192
1774874689.270,1.000,0.000,1.000,0.000
1774874689.281,1.000,0.000,1.000,0.000
1774874689.291,1.000,0.000,0.946,0.054
1774874689.301,1.000,0.000,1.000,0.000
1774874689.311,1.000,0.000,1.000,0.000
1774874689.322,1.000,0.000,1.000,0.000
1774874689.332,1.000,0.000,0.947,0.053
1774874689.342,0.000,1.000,1.000,0.000
1774874689.352,0.573,0.427,1.000,0.000
1774874689.362,1.000,0.000,0.831,0.169
1774874689.373,1.000,0.000,1.000,0.000
1774874689.383,1.000,0.000,1.000,0.000
1774874689.393,0.946,0.054,1.000,0.000
1774874689.403,1.000,0.000,1.000,0.000
1774874689.414,1.000,0.000,0.976,0.024
1774874689.424,1.000,0.000,1.000,0.000
1774874689.434,1.000,0.000,1.000,0.000
1774874689.444,1.000,0.000,1.000,0.000
1774874689.455,1.000,0.000,1.000,0.000
1774874689.465,0.431,0.569,1.000,0.000
1774874689.475,1.000,0.000,1.000,0.000
1774874689.485,1.000,0.000,1.000,0.000
1774874689.496,1.000,0.000,1.000,0.000
1774874689.506,1.000,0.000,1.000,0.000
1774874689.516,1.000,0.000,1.000,0.000
1774874689.526,1.000,0.000,1.000,0.000
1774874689.536,1.000,0.000,1.000,0.000
1774874689.547,1.000,0.000,1.000,0.000
1774874689.557,0.000,1.000,0.670,0.330
1774874689.567,0.000,1.000,1.000,0.000
1774874689.577,0.000,1.000,1.000,0.000
1774874689.588,0.000,1.000,1.000,0.000
1774874689.598,0.498,0.502,0.887,0.113
1774874689.608,0.000,1.000,1.000,0.000
1774874689.618,0.000,1.000,1.000,0.000
1774874689.629,0.000,1.000,1.000,0.000
1774874689.639,0.000,1.000,1.000,0.000
1774874689.649,0.000,1.000,1.000,0.000
1774874689.659,0.000,1.000,1.000,0.000
1774874689.670,0.000,1.000,1.000,0.000
1774874689.680,0.000,1.000,0.545,0.455
1774874689.690,0.000,1.000,1.000,0.000
1774874689.700,0.000,1.000,1.000,0.000
1774874689.711,0.000,1.000,0.632,0.368
1774874689.721,1.000,0.000,1.000,0.000
1774874689.731,0.991,0.009,1.000,0.000
1774874689.741,0.000,1.000,1.000,0.000
1774874689.752,0.000,1.000,1.000,0.000
1774874689.762,0.000,1.000,1.000,0.000
1774874689.772,0.000,1.000,1.000,0.000
1774874689.782,0.000,1.000,1.000,0.000
1774874689.793,0.075,0.925,0.870,0.130
1774874689.803,0.000,1.000,1.000,0.000
1774874689.813,0.000,1.000,1.000,0.000
1774874689.823,0.144,0.856,1.000,0.000
1774874689.834,0.000,1.000,0.704,0.296
1774874689.844,0.886,0.114,1.000,0.000
1774874689.854,1.000,0.000,1.000,0.000
1774874689.864,1.000,0.000,1.000,0.000
1774874689.875,1.000,0.000,1.000,0.000
1774874689.885,1.000,0.000,1.000,0.000
1774874689.895,1.000,0.000,1.000,0.000
1774874689.905,1.000,0.000,1.000,0.000
1774874689.916,0.817,0.183,1.000,0.000
1774874689.926,1.000,0.000,1.000,0.000
1774874689.936,0.000,1.000,1.000,0.000
1774874689.946,0.000,1.000,1.000,0.000
1774874689.956,0.000,1.000,1.000,0.000
1774874689.967,1.000,0.000,1.000,0.000
1774874689.977,1.000,0.000,1.000,0.000
1774874689.987,0.994,0.006,1.000,0.000
1774874689.998,1.000,0.000,1.000,0.000
1774874690.008,1.000,0.000,0.962,0.038
1774874690.018,1.000,0.000,1.000,0.000
1774874690.028,1.000,0.000,1.000,0.000
1774874690.038,1.000,0.000,1.000,0.000
1774874690.049,1.000,0.000,0.504,0.496
1774874690.059,0.000,1.000,1.000,0.000
1774874690.069,0.000,1.000,1.000,0.000
1774874690.079,0.000,1.000,1.000,0.000
1774874690.090,1.000,0.000,0.618,0.382
1774874690.100,1.000,0.000,1.000,0.000
1774874690.110,1.000,0.000,0.704,0.296
1774874690.120,1.000,0.000,1.000,0.000
1774874690.131,1.000,0.000,1.000,0.000
1774874690.141,1.000,0.000,1.000,0.000
1774874690.151,1.000,0.000,1.000,0.000
1774874690.161,1.000,0.000,1.000,0.000
1774874690.172,1.000,0.000,0.610,0.390
1774874690.182,0.000,1.000,0.840,0.160
1774874690.192,0.000,1.000,1.000,0.000
1774874690.202,0.000,1.000,1.000,0.000
1774874690.212,1.000,0.000,1.000,0.000
1774874690.223,1.000,0.000,0.910,0.090
1774874690.233,0.880,0.120,1.000,0.000
1774874690.243,1.000,0.000,1.000,0.000
1774874690.253,1.000,0.000,1.000,0.000
1774874690.264,1.000,0.000,1.000,0.000
1774874690.274,0.000,1.000,1.000,0.000
1774874690.284,0.000,1.000,1.000,0.000
1774874690.294,0.000,1.000,1.000,0.000
1774874690.305,0.000,1.000,1.000,0.000
1774874690.315,0.000,1.000,1.000,0.000
1774874690.325,0.000,1.000,1.000,0.000
1774874690.335,1.000,0.000,1.000,0.000
1774874690.346,1.000,0.000,1.000,0.000
1774874690.356,0.986,0.014,1.000,0.000
1774874690.366,1.000,0.000,1.000,0.000
1774874690.376,1.000,0.000,1.000,0.000
1774874690.387,1.000,0.000,1.000,0.000
1774874690.397,1.000,0.000,1.000,0.000
1774874690.407,1.000,0.000,1.000,0.000
1774874690.417,1.000,0.000,1.000,0.000
1774874690.427,1.000,0.000,1.000,0.000
1774874690.437,0.000,1.000,1.000,0.000
1774874690.447,0.000,1.000,1.000,0.000
1774874690.458,1.000,0.000,1.000,0.000
1774874690.468,1.000,0.000,1.000,0.000
1774874690.478,1.000,0.000,1.000,0.000
1774874690.488,1.000,0.000,1.000,0.000
1774874690.499,1.000,0.000,1.000,0.000
1774874690.509,0.000,1.000,1.000,0.000
1774874690.519,0.000,1.000,1.000,0.000
1774874690.529,0.000,1.000,1.000,0.000
1774874690.540,0.000,1.000,1.000,0.000
1774874690.550,0.000,1.000,1.000,0.000
1774874690.560,0.000,1.000,1.000,0.000
1774874690.570,0.000,1.000,1.000,0.000
1774874690.581,0.684,0.316,1.000,0.000
1774874690.591,0.839,0.161,0.751,0.249
1774874690.601,1.000,0.000,1.000,0.000
1774874690.611,1.000,0.000,1.000,0.000
1774874690.622,0.451,0.549,0.786,0.214
1774874690.632,1.000,0.000,1.000,0.000
1774874690.642,1.000,0.000,1.000,0.000
1774874690.652,1.000,0.000,1.000,0.000
1774874690.663,0.000,1.000,1.000,0.000
1774874690.673,0.000,1.000,1.000,0.000
1774874690.683,0.000,1.000,1.000,0.000
1774874690.693,0.000,1.000,1.000,0.000
1774874690.704,1.000,0.000,1.000,0.000
1774874690.714,0.624,0.376,1.000,0.000
1774874690.724,1.000,0.000,0.578,0.422
1774874690.734,1.000,0.000,0.457,0.543
1774874690.745,0.501,0.499,1.000,0.000
1774874690.755,1.000,0.000,1.000,0.000
1774874690.765,0.000,1.000,1.000,0.000
1774874690.775,0.000,1.000,1.000,0.000
1774874690.786,0.000,1.000,1.000,0.000
1774874690.796,0.000,1.000,1.000,0.000
1774874690.806,0.000,1.000,1.000,0.000
1774874690.816,0.000,1.000,1.000,0.000
1774874690.826,1.000,0.000,1.000,0.000
1774874690.837,1.000,0.000,1.000,0.000
1774874690.847,0.000,1.000,1.000,0.000
1774874690.857,0.000,1.000,1.000,0.000
1774874690.867,0.000,1.000,1.000,0.000
1774874690.878,0.000,1.000,1.000,0.000
1774874690.888,0.000,1.000,1.000,0.000
1774874690.898,0.000,1.000,1.000,0.000
1774874690.908,0.000,1.000,1.000,0.000
1774874690.919,0.000,1.000,1.000,0.000
1774874690.929,0.000,1.000,1.000,0.000
1774874690.939,0.000,1.000,1.000,0.000
1774874690.949,1.000,0.000,1.000,0.000
1774874690.960,0.000,1.000,1.000,0.000
1774874690.970,0.000,1.000,1.000,0.000
1774874690.980,0.000,1.000,1.000,0.000
1774874690.990,0.000,1.000,1.000,0.000
1774874691.001,0.000,1.000,1.000,0.000
1774874691.011,0.085,0.915,1.000,0.000
1774874691.021,0.000,1.000,1.000,0.000
1774874691.031,0.000,1.000,1.000,0.000
1774874691.042,0.000,1.000,1.000,0.000
1774874691.052,0.000,1.000,1.000,0.000
1774874691.062,0.000,1.000,1.000,0.000
1774874691.072,1.000,0.000,1.000,0.000
1774874691.083,1.000,0.000,0.958,0.042
1774874691.093,1.000,0.000,1.000,0.000
1774874691.103,0.000,1.000,1.000,0.000
1774874691.113,0.000,1.000,1.000,0.000
1774874691.124,0.000,1.000,1.000,0.000
1774874691.134,0.000,1.000,1.000,0.000
1774874691.144,0.000,1.000,1.000,0.000
1774874691.154,0.000,1.000,1.000,0.000
1774874691.164,0.000,1.000,1.000,0.000
1774874691.175,0.000,1.000,1.000,0.000
1774874691.185,0.000,1.000,1.000,0.000
1774874691.195,1.000,0.000,1.000,0.000
1774874691.205,0.094,0.906,1.000,0.000
1774874691.216,0.000,1.000,1.000,0.000
1774874691.226,0.000,1.000,1.000,0.000
1774874691.236,0.000,1.000,0.932,0.068
1774874691.246,0.000,1.000,1.000,0.000
1774874691.257,0.000,1.000,1.000,0.000
1774874691.267,0.000,1.000,1.000,0.000
1774874691.277,0.000,1.000,1.000,0.000
1774874691.287,0.361,0.639,0.804,0.196
1774874691.298,0.000,1.000,1.000,0.000
1774874691.308,0.000,1.000,1.000,0.000
1774874691.318,1.000,0.000,1.000,0.000
1774874691.328,1.000,0.000,1.000,0.000
1774874691.338,1.000,0.000,1.000,0.000
1774874691.349,0.500,0.500,0.969,0.031
1774874691.359,1.000,0.000,1.000,0.000
1774874691.369,1.000,0.000,1.000,0.000
1774874691.379,0.108,0.892,1.000,0.000
1774874691.389,0.000,1.000,1.000,0.000
1774874691.399,0.000,1.000,1.000,0.000
1774874691.410,0.000,1.000,1.000,0.000
1774874691.420,0.000,1.000,1.000,0.000
1774874691.430,0.000,1.000,1.000,0.000
1774874691.440,0.591,0.409,1.000,0.000
1774874691.451,1.000,0.000,1.000,0.000
1774874691.461,0.000,1.000,0.853,0.147
1774874691.471,0.000,1.000,0.747,0.253
1774874691.481,0.000,1.000,1.000,0.000
1774874691.492,0.000,1.000,1.000,0.000
1774874691.502,0.179,0.821,1.000,0.000
1774874691.512,0.000,1.000,1.000,0.000
1774874691.522,0.000,1.000,1.000,0.000
1774874691.533,0.000,1.000,0.752,0.248
1774874691.543,0.000,1.000,1.000,0.000
1774874691.553,0.000,1.000,1.000,0.000
1774874691.563,1.000,0.000,1.000,0.000
1774874691.573,1.000,0.000,1.000,0.000
1774874691.584,1.000,0.000,1.000,0.000
1774874691.594,0.798,0.202,1.000,0.000
1774874691.604,1.000,0.000,1.000,0.000
1774874691.614,0.969,0.031,1.000,0.000
1774874691.625,1.000,0.000,0.767,0.233
1774874691.635,1.000,0.000,1.000,0.000
1774874691.645,0.000,1.000,0.470,0.530
1774874691.655,0.210,0.790,1.000,0.000
1774874691.666,0.020,0.980,1.000,0.000
1774874691.676,0.000,1.000,0.784,0.216
1774874691.686,1.000,0.000,1.000,0.000
1774874691.696,1.000,0.000,1.000,0.000
1774874691.706,1.000,0.000,1.000,0.000
1774874691.717,1.000,0.000,1.000,0.000
1774874691.727,1.000,0.000,1.000,0.000
1774874691.737,1.000,0.000,1.000,0.000
1774874691.747,1.000,0.000,1.000,0.000
1774874691.758,1.000,0.000,0.993,0.007
1774874691.768,1.000,0.000,0.904,0.096
1774874691.778,1.000,0.000,1.000,0.000
1774874691.788,0.000,1.000,1.000,0.000
1774874691.799,0.000,1.000,1.000,0.000
1774874691.809,1.000,0.000,1.000,0.000
1774874691.819,0.615,0.385,1.000,0.000
1774874691.829,1.000,0.000,1.000,0.000
1774874691.840,1.000,0.000,1.000,0.000
1774874691.850,1.000,0.000,1.000,0.000
1774874691.860,0.529,0.471,1.000,0.000
1774874691.870,1.000,0.000,1.000,0.000
1774874691.881,1.000,0.000,1.000,0.000
1774874691.891,1.000,0.000,1.000,0.000
1774874691.901,0.000,1.000,1.000,0.000
1774874691.911,0.000,1.000,1.000,0.000
1774874691.921,0.000,1.000,1.000,0.000
1774874691.932,1.000,0.000,1.000,0.000
1774874691.942,0.927,0.073,0.947,0.053
1774874691.952,1.000,0.000,1.000,0.000
1774874691.962,0.000,1.000,1.000,0.000
1774874691.973,0.000,1.000,1.000,0.000
1774874691.983,0.000,1.000,1.000,0.000
1774874691.993,0.000,1.000,1.000,0.000
1774874692.003,0.000,1.000,1.000,0.000
1774874692.014,0.000,1.000,1.000,0.000
1774874692.024,0.000,1.000,1.000,0.000
1774874692.034,0.000,1.000,0.854,0.146
1774874692.044,0.000,1.000,1.000,0.000
1774874692.054,1.000,0.000,1.000,0.000
1774874692.065,1.000,0.000,0.563,0.437
1774874692.075,1.000,0.000,1.000,0.000
1774874692.085,1.000,0.000,1.000,0.000
1774874692.095,1.000,0.000,1.000,0.000
1774874692.106,1.000,0.000,1.000,0.000
1774874692.116,1.000,0.000,1.000,0.000
1774874692.126,1.000,0.000,1.000,0.000
1774874692.136,0.984,0.016,1.000,0.000
1774874692.147,1.000,0.000,1.000,0.000
1774874692.157,0.000,1.000,1.000,0.000
1774874692.167,0.000,1.000,1.000,0.000
1774874692.177,1.000,0.000,1.000,0.000
1774874692.188,1.000,0.000,1.000,0.000
1774874692.198,0.889,0.111,1.000,0.000
1774874692.208,1.000,0.000,1.000,0.000
1774874692.218,0.000,1.000,1.000,0.000
1774874692.229,0.000,1.000,1.000,0.000
1774874692.239,0.000,1.000,1.000,0.000
1774874692.249,0.000,1.000,1.000,0.000
1774874692.259,0.915,0.085,0.525,0.475
1774874692.270,0.000,1.000,1.000,0.000
1774874692.280,0.000,1.000,1.000,0.000
1774874692.290,0.000,1.000,1.000,0.000
1774874692.300,1.000,0.000,1.000,0.000
1774874692.311,1.000,0.000,1.000,0.000
1774874692.321,1.000,0.000,1.000,0.000
1774874692.331,0.725,0.275,1.000,0.000
1774874692.341,0.000,1.000,1.000,0.000
1774874692.352,0.000,1.000,1.000,0.000
1774874692.362,0.000,1.000,1.000,0.000
1774874692.372,0.000,1.000,1.000,0.000
1774874692.382,0.000,1.000,1.000,0.000
1774874692.392,0.000,1.000,0.913,0.087
1774874692.403,0.000,1.000,1.000,0.000
1774874692.413,0.000,1.000,1.000,0.000
1774874692.423,0.730,0.270,1.000,0.000
1774874692.433,1.000,0.000,0.695,0.305
1774874692.444,1.000,0.000,1.000,0.000
1774874692.454,1.000,0.000,0.770,0.230
1774874692.464,1.000,0.000,1.000,0.000
1774874692.474,1.000,0.000,1.000,0.000
1774874692.485,1.000,0.000,1.000,0.000
1774874692.495,1.000,0.000,1.000,0.000
1774874692.505,1.000,0.000,1.000,0.000
1774874692.515,1.000,0.000,0.863,0.137
1774874692.526,0.000,1.000,1.000,0.000
1774874692.536,0.000,1.000,1.000,0.000
1774874692.546,0.897,0.103,1.000,0.000
1774874692.556,1.000,0.000,0.585,0.415
1774874692.567,1.000,0.000,1.000,0.000
1774874692.577,1.000,0.000,1.000,0.000
1774874692.587,1.000,0.000,1.000,0.000
1774874692.597,1.000,0.000,1.000,0.000
1774874692.607,1.000,0.000,1.000,0.000
1774874692.618,1.000,0.000,1.000,0.000
1774874692.628,0.000,1.000,1.000,0.000
1774874692.638,0.000,1.000,0.915,0.085
1774874692.648,0.000,1.000,1.000,0.000
1774874692.659,0.000,1.000,0.636,0.364
1774874692.669,1.000,0.000,1.000,0.000
1774874692.679,1.000,0.000,1.000,0.000
1774874692.689,1.000,0.000,1.000,0.000
1774874692.700,1.000,0.000,1.000,0.000
1774874692.710,1.000,0.000,1.000,0.000
1774874692.720,1.000,0.000,0.770,0.230
1774874692.730,1.000,0.000,1.000,0.000
1774874692.741,1.000,0.000,1.000,0.000
1774874692.751,1.000,0.000,1.000,0.000
1774874692.761,1.000,0.000,1.000,0.000
1774874692.771,1.000,0.000,1.000,0.000
1774874692.782,0.000,1.000,0.987,0.013
1774874692.792,1.000,0.000,1.000,0.000
1774874692.802,1.000,0.000,1.000,0.000
1774874692.812,1.000,0.000,1.000,0.000
1774874692.822,1.000,0.000,1.000,0.000
1774874692.833,1.000,0.000,1.000,0.000
1774874692.843,1.000,0.000,0.895,0.105
1774874692.853,1.000,0.000,1.000,0.000
1774874692.863,1.000,0.000,1.000,0.000
1774874692.874,0.000,1.000,1.000,0.000
1774874692.884,0.000,1.000,1.000,0.000
1774874692.894,0.000,1.000,1.000,0.000
1774874692.904,0.000,1.000,1.000,0.000
