timestamp,Sonar_normal,Sonar_abnormal,Thruster_normal,Thruster_abnormal
1774877515.678,1.000,0.000,1.000,0.000
1774877515.689,1.000,0.000,1.000,0.000
1774877515.699,1.000,0.000,1.000,0.000
1774877515.709,1.000,0.000,1.000,0.000
1774877515.719,1.000,0.000,1.000,0.000
1774877515.730,1.000,0.000,1.000,0.000
1774877515.740,1.000,0.000,1.000,0.000
1774877515.750,1.000,0.000,0.960,0.040
1774877515.760,1.000,0.000,1.000,0.000
1774877515.771,1.000,0.000,1.000,0.000
1774877515.781,1.000,0.000,1.000,0.000
1774877515.791,1.000,0.000,1.000,0.000
1774877515.801,0.000,1.000,1.000,0.000
1774877515.811,0.000,1.000,1.000,0.000
1774877515.822,0.000,1.000,1.000,0.000
1774877515.832,0.000,1.000,1.000,0.000
1774877515.842,0.000,1.000,1.000,0.000
1774877515.853,0.000,1.000,1.000,0.000
1774877515.863,0.000,1.000,1.000,0.000
1774877515.873,0.000,1.000,1.000,0.000
1774877515.883,0.000,1.000,1.000,0.000
1774877515.893,1.000,0.000,1.000,0.000
1774877515.904,0.979,0.021,1.000,0.000
1774877515.914,0.560,0.440,1.000,0.000
1774877515.924,1.000,0.000,1.000,0.000
1774877515.934,1.000,0.000,1.000,0.000
1774877515.945,1.000,0.000,1.000,0.000
1774877515.955,0.877,0.123,0.696,0.304
1774877515.965,1.000,0.000,1.000,0.000
1774877515.975,1.000,0.000,1.000,0.000
1774877515.985,1.000,0.000,1.000,0.000
1774877515.995,1.000,0.000,1.000,0.000
1774877516.006,1.000,0.000,1.000,0.000
1774877516.016,1.000,0.000,1.000,0.000
1774877516.026,1.000,0.000,1.000,0.000
1774877516.036,1.000,0.000,1.000,0.000
1774877516.047,1.000,0.000,0.562,0.438
1774877516.057,1.000,0.000,1.000,0.000
1774877516.067,1.000,0.000,1.000,0.000
1774877516.077,1.000,0.000,1.000,0.000
1774877516.088,1.000,0.000,0.628,0.372
1774877516.098,1.000,0.000,1.000,0.000
1774877516.108,1.000,0.000,1.000,0.000
1774877516.118,1.000,0.000,1.000,0.000
1774877516.128,0.856,0.144,1.000,0.000
1774877516.139,1.000,0.000,1.000,0.000
1774877516.149,0.000,1.000,1.000,0.000
1774877516.159,1.000,0.000,1.000,0.000
1774877516.169,1.000,0.000,1.000,0.000
1774877516.180,1.000,0.000,1.000,0.000
1774877516.190,1.000,0.000,1.000,0.000
1774877516.200,1.000,0.000,1.000,0.000
1774877516.210,0.000,1.000,1.000,0.000
1774877516.221,0.000,1.000,1.000,0.000
1774877516.231,0.000,1.000,1.000,0.000
1774877516.241,0.000,1.000,1.000,0.000
1774877516.251,0.000,1.000,0.945,0.055
1774877516.262,0.000,1.000,0.621,0.379
1774877516.272,0.000,1.000,1.000,0.000
1774877516.282,0.000,1.000,1.000,0.000
1774877516.292,0.000,1.000,1.000,0.000
1774877516.303,0.000,1.000,1.000,0.000
1774877516.313,0.000,1.000,0.692,0.308
1774877516.323,0.000,1.000,1.000,0.000
1774877516.333,0.000,1.000,1.000,0.000
1774877516.344,0.000,1.000,1.000,0.000
1774877516.354,0.000,1.000,1.000,0.000
1774877516.364,0.000,1.000,1.000,0.000
1774877516.374,0.000,1.000,1.000,0.000
1774877516.384,0.099,0.901,1.000,0.000
1774877516.395,0.000,1.000,1.000,0.000
1774877516.405,0.201,0.799,1.000,0.000
1774877516.415,0.000,1.000,1.000,0.000
1774877516.425,1.000,0.000,1.000,0.000
1774877516.436,0.000,1.000,1.000,0.000
1774877516.446,0.000,1.000,1.000,0.000
1774877516.456,0.000,1.000,1.000,0.000
1774877516.466,0.000,1.000,0.700,0.300
1774877516.477,0.000,1.000,1.000,0.000
1774877516.487,0.000,1.000,1.000,0.000
1774877516.497,0.000,1.000,0.557,0.443
1774877516.507,0.000,1.000,1.000,0.000
1774877516.518,0.000,1.000,1.000,0.000
1774877516.528,0.000,1.000,1.000,0.000
1774877516.538,0.000,1.000,0.797,0.203
1774877516.548,0.000,1.000,1.000,0.000
1774877516.559,0.000,1.000,1.000,0.000
1774877516.569,0.000,1.000,1.000,0.000
1774877516.579,0.000,1.000,1.000,0.000
1774877516.589,0.000,1.000,1.000,0.000
1774877516.600,0.000,1.000,1.000,0.000
1774877516.610,0.000,1.000,1.000,0.000
1774877516.620,0.000,1.000,1.000,0.000
1774877516.630,0.000,1.000,1.000,0.000
1774877516.640,0.000,1.000,1.000,0.000
1774877516.651,0.000,1.000,1.000,0.000
1774877516.661,0.000,1.000,1.000,0.000
1774877516.671,0.000,1.000,0.915,0.085
1774877516.681,0.000,1.000,1.000,0.000
1774877516.692,1.000,0.000,1.000,0.000
1774877516.702,1.000,0.000,1.000,0.000
1774877516.712,1.000,0.000,1.000,0.000
1774877516.722,0.797,0.203,1.000,0.000
1774877516.733,1.000,0.000,1.000,0.000
1774877516.743,1.000,0.000,1.000,0.000
1774877516.753,1.000,0.000,1.000,0.000
1774877516.763,1.000,0.000,0.656,0.344
1774877516.774,1.000,0.000,0.694,0.306
1774877516.784,1.000,0.000,1.000,0.000
1774877516.794,1.000,0.000,1.000,0.000
1774877516.804,1.000,0.000,1.000,0.000
1774877516.815,1.000,0.000,1.000,0.000
1774877516.825,1.000,0.000,1.000,0.000
1774877516.835,1.000,0.000,1.000,0.000
1774877516.845,0.600,0.400,1.000,0.000
1774877516.856,0.843,0.157,1.000,0.000
1774877516.866,1.000,0.000,1.000,0.000
1774877516.876,1.000,0.000,1.000,0.000
1774877516.886,1.000,0.000,1.000,0.000
1774877516.897,1.000,0.000,1.000,0.000
1774877516.907,0.000,1.000,1.000,0.000
1774877516.917,0.466,0.534,1.000,0.000
1774877516.927,0.000,1.000,0.552,0.448
1774877516.938,0.025,0.975,1.000,0.000
1774877516.948,0.000,1.000,0.492,0.508
1774877516.958,1.000,0.000,1.000,0.000
1774877516.968,1.000,0.000,1.000,0.000
1774877516.979,0.827,0.173,1.000,0.000
1774877516.989,1.000,0.000,1.000,0.000
1774877516.999,1.000,0.000,1.000,0.000
1774877517.009,1.000,0.000,0.753,0.247
1774877517.019,1.000,0.000,1.000,0.000
1774877517.030,1.000,0.000,1.000,0.000
1774877517.040,0.966,0.034,1.000,0.000
1774877517.050,1.000,0.000,0.440,0.560
1774877517.060,1.000,0.000,1.000,0.000
1774877517.071,1.000,0.000,1.000,0.000
1774877517.081,1.000,0.000,1.000,0.000
1774877517.091,1.000,0.000,1.000,0.000
1774877517.101,1.000,0.000,1.000,0.000
1774877517.112,1.000,0.000,1.000,0.000
1774877517.122,1.000,0.000,1.000,0.000
1774877517.132,1.000,0.000,1.000,0.000
1774877517.142,1.000,0.000,0.784,0.216
1774877517.153,1.000,0.000,1.000,0.000
1774877517.163,1.000,0.000,1.000,0.000
1774877517.173,0.000,1.000,1.000,0.000
1774877517.183,0.000,1.000,1.000,0.000
1774877517.194,0.000,1.000,1.000,0.000
1774877517.204,0.000,1.000,1.000,0.000
1774877517.214,0.000,1.000,1.000,0.000
1774877517.224,1.000,0.000,1.000,0.000
1774877517.235,1.000,0.000,0.969,0.031
1774877517.245,1.000,0.000,1.000,0.000
1774877517.255,1.000,0.000,1.000,0.000
1774877517.265,1.000,0.000,0.919,0.081
1774877517.276,1.000,0.000,0.826,0.174
1774877517.286,1.000,0.000,1.000,0.000
1774877517.296,1.000,0.000,0.802,0.198
1774877517.306,1.000,0.000,1.000,0.000
1774877517.317,1.000,0.000,1.000,0.000
1774877517.327,1.000,0.000,0.752,0.248
1774877517.337,0.028,0.972,1.000,0.000
1774877517.347,0.000,1.000,1.000,0.000
1774877517.357,0.000,1.000,1.000,0.000
1774877517.368,0.000,1.000,0.664,0.336
1774877517.378,0.000,1.000,1.000,0.000
1774877517.388,0.000,1.000,1.000,0.000
1774877517.398,0.000,1.000,1.000,0.000
1774877517.409,0.000,1.000,1.000,0.000
1774877517.419,0.000,1.000,1.000,0.000
1774877517.429,0.000,1.000,1.000,0.000
1774877517.439,0.000,1.000,0.992,0.008
1774877517.450,0.000,1.000,1.000,0.000
1774877517.460,0.000,1.000,1.000,0.000
1774877517.470,0.000,1.000,1.000,0.000
1774877517.480,0.000,1.000,1.000,0.000
1774877517.491,1.000,0.000,1.000,0.000
1774877517.501,1.000,0.000,0.512,0.488
1774877517.511,1.000,0.000,1.000,0.000
1774877517.521,1.000,0.000,1.000,0.000
1774877517.532,0.987,0.013,1.000,0.000
1774877517.542,1.000,0.000,1.000,0.000
1774877517.552,1.000,0.000,1.000,0.000
1774877517.562,1.000,0.000,0.897,0.103
1774877517.573,1.000,0.000,1.000,0.000
1774877517.583,1.000,0.000,1.000,0.000
1774877517.593,0.418,0.582,1.000,0.000
1774877517.603,1.000,0.000,1.000,0.000
1774877517.614,1.000,0.000,1.000,0.000
1774877517.624,1.000,0.000,1.000,0.000
1774877517.634,1.000,0.000,1.000,0.000
1774877517.644,1.000,0.000,1.000,0.000
1774877517.655,1.000,0.000,1.000,0.000
1774877517.665,1.000,0.000,1.000,0.000
1774877517.675,1.000,0.000,1.000,0.000
1774877517.685,0.000,1.000,1.000,0.000
1774877517.696,0.000,1.000,1.000,0.000
1774877517.706,0.016,0.984,1.000,0.000
1774877517.716,0.000,1.000,1.000,0.000
1774877517.726,0.086,0.914,1.000,0.000
1774877517.737,0.480,0.520,1.000,0.000
1774877517.747,0.000,1.000,1.000,0.000
1774877517.757,1.000,0.000,0.811,0.189
1774877517.767,1.000,0.000,1.000,0.000
1774877517.777,1.000,0.000,1.000,0.000
1774877517.788,1.000,0.000,1.000,0.000
1774877517.798,1.000,0.000,1.000,0.000
1774877517.808,1.000,0.000,1.000,0.000
1774877517.818,1.000,0.000,1.000,0.000
1774877517.829,1.000,0.000,1.000,0.000
1774877517.839,1.000,0.000,0.290,0.710
1774877517.849,1.000,0.000,1.000,0.000
1774877517.859,1.000,0.000,1.000,0.000
1774877517.870,1.000,0.000,1.000,0.000
1774877517.880,1.000,0.000,1.000,0.000
1774877517.890,1.000,0.000,1.000,0.000
1774877517.900,0.448,0.552,1.000,0.000
1774877517.911,1.000,0.000,1.000,0.000
1774877517.921,0.514,0.486,0.252,0.748
1774877517.931,1.000,0.000,1.000,0.000
1774877517.941,0.338,0.662,1.000,0.000
1774877517.952,1.000,0.000,0.892,0.108
1774877517.962,1.000,0.000,0.931,0.069
1774877517.972,0.000,1.000,1.000,0.000
1774877517.982,0.000,1.000,1.000,0.000
1774877517.993,0.000,1.000,0.620,0.380
1774877518.003,0.000,1.000,1.000,0.000
1774877518.013,0.000,1.000,1.000,0.000
1774877518.023,1.000,0.000,1.000,0.000
1774877518.034,1.000,0.000,0.994,0.006
1774877518.044,1.000,0.000,1.000,0.000
1774877518.054,1.000,0.000,0.981,0.019
1774877518.064,1.000,0.000,0.721,0.279
1774877518.074,1.000,0.000,0.802,0.198
1774877518.085,0.815,0.185,1.000,0.000
1774877518.095,0.000,1.000,1.000,0.000
1774877518.105,0.000,1.000,1.000,0.000
1774877518.115,0.000,1.000,1.000,0.000
1774877518.126,0.000,1.000,1.000,0.000
1774877518.136,0.000,1.000,1.000,0.000
1774877518.146,0.000,1.000,1.000,0.000
1774877518.156,0.000,1.000,1.000,0.000
1774877518.167,0.000,1.000,1.000,0.000
1774877518.177,0.000,1.000,1.000,0.000
1774877518.187,0.000,1.000,1.000,0.000
1774877518.197,0.000,1.000,1.000,0.000
1774877518.208,0.000,1.000,0.526,0.474
1774877518.218,0.000,1.000,0.988,0.012
1774877518.228,0.140,0.860,1.000,0.000
1774877518.238,0.000,1.000,0.972,0.028
1774877518.249,0.000,1.000,1.000,0.000
1774877518.259,0.000,1.000,1.000,0.000
1774877518.269,0.000,1.000,1.000,0.000
1774877518.279,0.000,1.000,1.000,0.000
1774877518.290,1.000,0.000,1.000,0.000
1774877518.300,0.945,0.055,1.000,0.000
1774877518.310,1.000,0.000,1.000,0.000
1774877518.320,1.000,0.000,1.000,0.000
1774877518.331,0.862,0.138,1.000,0.000
1774877518.341,0.000,1.000,1.000,0.000
1774877518.351,0.000,1.000,1.000,0.000
1774877518.361,0.000,1.000,1.000,0.000
1774877518.371,0.000,1.000,1.000,0.000
1774877518.382,0.045,0.955,1.000,0.000
1774877518.392,0.000,1.000,1.000,0.000
1774877518.402,0.000,1.000,0.858,0.142
1774877518.412,0.000,1.000,1.000,0.000
1774877518.423,0.000,1.000,1.000,0.000
1774877518.433,0.000,1.000,1.000,0.000
1774877518.443,0.000,1.000,1.000,0.000
1774877518.453,0.000,1.000,1.000,0.000
1774877518.464,0.000,1.000,0.796,0.204
1774877518.474,0.000,1.000,1.000,0.000
1774877518.484,0.377,0.623,1.000,0.000
1774877518.494,0.000,1.000,1.000,0.000
1774877518.505,0.000,1.000,1.000,0.000
1774877518.515,0.000,1.000,0.872,0.128
1774877518.525,0.000,1.000,0.350,0.650
1774877518.535,0.000,1.000,1.000,0.000
1774877518.546,0.000,1.000,1.000,0.000
1774877518.556,1.000,0.000,1.000,0.000
1774877518.566,1.000,0.000,1.000,0.000
1774877518.576,1.000,0.000,1.000,0.000
1774877518.587,0.839,0.161,1.000,0.000
1774877518.597,1.000,0.000,1.000,0.000
1774877518.607,1.000,0.000,1.000,0.000
1774877518.617,1.000,0.000,1.000,0.000
1774877518.628,1.000,0.000,1.000,0.000
1774877518.638,0.909,0.091,1.000,0.000
1774877518.648,1.000,0.000,1.000,0.000
1774877518.658,0.000,1.000,1.000,0.000
1774877518.669,0.000,1.000,1.000,0.000
1774877518.679,0.000,1.000,1.000,0.000
1774877518.689,0.000,1.000,0.942,0.058
1774877518.699,0.000,1.000,1.000,0.000
1774877518.710,0.000,1.000,1.000,0.000
1774877518.720,0.149,0.851,1.000,0.000
1774877518.730,0.000,1.000,1.000,0.000
1774877518.740,0.000,1.000,1.000,0.000
1774877518.751,0.000,1.000,1.000,0.000
1774877518.761,0.000,1.000,1.000,0.000
1774877518.771,0.000,1.000,1.000,0.000
1774877518.781,0.000,1.000,1.000,0.000
1774877518.791,0.000,1.000,0.506,0.494
1774877518.802,0.000,1.000,1.000,0.000
1774877518.812,0.000,1.000,1.000,0.000
1774877518.822,1.000,0.000,1.000,0.000
1774877518.832,0.927,0.073,1.000,0.000
1774877518.843,1.000,0.000,1.000,0.000
1774877518.853,1.000,0.000,1.000,0.000
1774877518.863,1.000,0.000,1.000,0.000
1774877518.873,1.000,0.000,1.000,0.000
1774877518.884,0.000,1.000,1.000,0.000
1774877518.894,0.000,1.000,1.000,0.000
1774877518.904,0.000,1.000,1.000,0.000
1774877518.914,0.000,1.000,1.000,0.000
1774877518.925,0.244,0.756,1.000,0.000
1774877518.935,0.000,1.000,1.000,0.000
1774877518.945,0.367,0.633,1.000,0.000
1774877518.955,0.000,1.000,0.935,0.065
1774877518.966,0.000,1.000,1.000,0.000
1774877518.976,0.000,1.000,1.000,0.000
1774877518.986,0.000,1.000,1.000,0.000
1774877518.996,0.028,0.972,0.715,0.285
1774877519.006,0.000,1.000,1.000,0.000
1774877519.017,0.000,1.000,1.000,0.000
1774877519.027,0.062,0.938,1.000,0.000
1774877519.037,0.000,1.000,1.000,0.000
1774877519.047,0.000,1.000,1.000,0.000
1774877519.058,0.000,1.000,0.877,0.123
1774877519.068,0.000,1.000,1.000,0.000
1774877519.078,0.155,0.845,1.000,0.000
1774877519.088,1.000,0.000,1.000,0.000
1774877519.099,1.000,0.000,1.000,0.000
1774877519.109,1.000,0.000,1.000,0.000
1774877519.119,1.000,0.000,1.000,0.000
1774877519.129,1.000,0.000,1.000,0.000
1774877519.139,0.394,0.606,1.000,0.000
1774877519.150,0.669,0.331,1.000,0.000
1774877519.160,1.000,0.000,1.000,0.000
1774877519.170,1.000,0.000,0.458,0.542
1774877519.180,1.000,0.000,1.000,0.000
1774877519.191,1.000,0.000,1.000,0.000
1774877519.201,1.000,0.000,1.000,0.000
1774877519.211,1.000,0.000,1.000,0.000
1774877519.221,1.000,0.000,1.000,0.000
1774877519.232,1.000,0.000,1.000,0.000
1774877519.242,1.000,0.000,1.000,0.000
1774877519.252,0.000,1.000,1.000,0.000
1774877519.262,0.000,1.000,1.000,0.000
1774877519.273,0.000,1.000,1.000,0.000
1774877519.283,0.000,1.000,1.000,0.000
1774877519.293,0.000,1.000,1.000,0.000
1774877519.303,0.000,1.000,1.000,0.000
1774877519.314,0.000,1.000,0.974,0.026
1774877519.324,0.000,1.000,1.000,0.000
1774877519.334,0.000,1.000,1.000,0.000
1774877519.344,0.000,1.000,1.000,0.000
1774877519.355,1.000,0.000,0.905,0.095
1774877519.365,1.000,0.000,1.000,0.000
1774877519.375,1.000,0.000,1.000,0.000
1774877519.385,1.000,0.000,1.000,0.000
1774877519.396,1.000,0.000,0.630,0.370
1774877519.406,1.000,0.000,0.800,0.200
1774877519.416,1.000,0.000,1.000,0.000
1774877519.426,1.000,0.000,1.000,0.000
1774877519.437,1.000,0.000,1.000,0.000
1774877519.447,1.000,0.000,1.000,0.000
1774877519.457,1.000,0.000,1.000,0.000
1774877519.467,1.000,0.000,0.791,0.209
1774877519.477,1.000,0.000,1.000,0.000
1774877519.488,1.000,0.000,1.000,0.000
1774877519.498,0.000,1.000,0.770,0.230
1774877519.508,0.000,1.000,1.000,0.000
1774877519.518,0.000,1.000,1.000,0.000
1774877519.529,0.000,1.000,1.000,0.000
1774877519.539,0.000,1.000,1.000,0.000
1774877519.549,0.000,1.000,1.000,0.000
1774877519.559,0.000,1.000,1.000,0.000
1774877519.570,0.000,1.000,1.000,0.000
1774877519.580,0.000,1.000,1.000,0.000
1774877519.590,0.000,1.000,0.969,0.031
1774877519.600,0.000,1.000,1.000,0.000
1774877519.611,0.000,1.000,1.000,0.000
1774877519.621,1.000,0.000,1.000,0.000
1774877519.631,1.000,0.000,0.377,0.623
1774877519.641,1.000,0.000,1.000,0.000
1774877519.652,1.000,0.000,1.000,0.000
1774877519.662,1.000,0.000,1.000,0.000
1774877519.672,0.594,0.406,1.000,0.000
1774877519.682,1.000,0.000,1.000,0.000
1774877519.693,0.811,0.189,1.000,0.000
1774877519.703,1.000,0.000,1.000,0.000
1774877519.713,1.000,0.000,1.000,0.000
1774877519.723,1.000,0.000,1.000,0.000
1774877519.734,1.000,0.000,1.000,0.000
1774877519.744,1.000,0.000,1.000,0.000
1774877519.754,1.000,0.000,1.000,0.000
1774877519.764,1.000,0.000,1.000,0.000
1774877519.774,1.000,0.000,1.000,0.000
1774877519.785,1.000,0.000,1.000,0.000
1774877519.795,1.000,0.000,1.000,0.000
1774877519.805,0.871,0.129,1.000,0.000
1774877519.815,0.000,1.000,1.000,0.000
1774877519.826,0.000,1.000,1.000,0.000
1774877519.836,0.000,1.000,1.000,0.000
1774877519.846,0.179,0.821,1.000,0.000
1774877519.856,0.000,1.000,1.000,0.000
1774877519.867,0.000,1.000,1.000,0.000
1774877519.877,0.000,1.000,1.000,0.000
1774877519.887,1.000,0.000,1.000,0.000
1774877519.897,1.000,0.000,1.000,0.000
1774877519.908,1.000,0.000,1.000,0.000
1774877519.918,1.000,0.000,1.000,0.000
1774877519.928,0.540,0.460,1.000,0.000
1774877519.938,0.765,0.235,1.000,0.000
1774877519.949,0.724,0.276,0.752,0.248
1774877519.959,1.000,0.000,1.000,0.000
1774877519.969,1.000,0.000,1.000,0.000
1774877519.979,1.000,0.000,1.000,0.000
1774877519.990,1.000,0.000,1.000,0.000
1774877520.000,1.000,0.000,1.000,0.000
1774877520.010,0.000,1.000,1.000,0.000
1774877520.020,0.000,1.000,1.000,0.000
1774877520.031,0.000,1.000,1.000,0.000
1774877520.041,0.000,1.000,1.000,0.000
1774877520.051,0.000,1.000,1.000,0.000
1774877520.061,0.000,1.000,1.000,0.000
1774877520.071,0.000,1.000,1.000,0.000
1774877520.082,0.000,1.000,1.000,0.000
1774877520.092,0.000,1.000,1.000,0.000
1774877520.102,0.000,1.000,1.000,0.000
1774877520.112,0.163,0.837,1.000,0.000
1774877520.123,0.000,1.000,1.000,0.000
1774877520.133,0.000,1.000,1.000,0.000
1774877520.143,0.000,1.000,1.000,0.000
1774877520.153,1.000,0.000,1.000,0.000
1774877520.164,0.916,0.084,1.000,0.000
1774877520.174,1.000,0.000,1.000,0.000
1774877520.184,1.000,0.000,1.000,0.000
1774877520.194,0.413,0.587,1.000,0.000
1774877520.205,1.000,0.000,1.000,0.000
1774877520.215,1.000,0.000,1.000,0.000
1774877520.225,0.839,0.161,1.000,0.000
1774877520.235,0.764,0.236,0.795,0.205
1774877520.246,1.000,0.000,1.000,0.000
1774877520.256,1.000,0.000,0.678,0.322
1774877520.266,1.000,0.000,1.000,0.000
1774877520.276,0.817,0.183,1.000,0.000
1774877520.286,1.000,0.000,0.792,0.208
1774877520.297,1.000,0.000,1.000,0.000
1774877520.307,1.000,0.000,1.000,0.000
1774877520.317,0.997,0.003,1.000,0.000
1774877520.327,0.000,1.000,1.000,0.000
1774877520.338,0.000,1.000,1.000,0.000
1774877520.348,0.000,1.000,1.000,0.000
1774877520.358,0.388,0.612,0.640,0.360
1774877520.368,0.000,1.000,1.000,0.000
1774877520.379,0.000,1.000,1.000,0.000
1774877520.389,0.000,1.000,1.000,0.000
1774877520.399,0.000,1.000,1.000,0.000
1774877520.409,0.215,0.785,1.000,0.000
1774877520.420,1.000,0.000,1.000,0.000
1774877520.430,1.000,0.000,1.000,0.000
1774877520.440,1.000,0.000,0.962,0.038
1774877520.450,1.000,0.000,0.972,0.028
1774877520.461,1.000,0.000,1.000,0.000
1774877520.471,1.000,0.000,1.000,0.000
1774877520.481,1.000,0.000,1.000,0.000
